batch_train_samples,val_samples_seen,batch_train_loss,batch_val_acc,batch_val_loss,batch_lr,batch_train_acc,test_acc,lr,avg_test_loss,avg_train_loss,train_acc,epochs,Smoth_loss,Smooth_train,best_loos,diverge
512,30000,0.010344939,0.005,0.010420623,0.012634614,0.00390625,,,,,,,0.010421392,0.010389211,0.010421392,No
512,30000,0.010349554,0.004933333,0.010420585,0.012706885,0.00390625,,,,,,,0.010421352,0.010387228,0.010421352,No
512,30000,0.010348197,0.004966667,0.010420589,0.012779569,0.0078125,,,,,,,0.010421314,0.010385276,0.010421314,No
512,30000,0.010354714,0.004833333,0.010420547,0.012852669,0.00390625,,,,,,,0.010421275,0.010383748,0.010421275,No
512,30000,0.010349828,0.005066667,0.010420429,0.012926188,0.0078125,,,,,,,0.010421233,0.010382052,0.010421233,No
512,30000,0.01034467,0.004933333,0.010420362,0.013000126,0.001953125,,,,,,,0.010421189,0.010380183,0.010421189,No
512,30000,0.010344579,0.0049,0.010420347,0.013074488,0.00390625,,,,,,,0.010421147,0.010378403,0.010421147,No
512,30000,0.010335661,0.005,0.010420338,0.013149275,0.00390625,,,,,,,0.010421107,0.010376266,0.010421107,No
512,30000,0.010353681,0.0049,0.010420269,0.01322449,0.00390625,,,,,,,0.010421065,0.010375137,0.010421065,No
512,30000,0.010351786,0.005066667,0.01042028,0.013300135,0.001953125,,,,,,,0.010421026,0.010373969,0.010421026,No
512,30000,0.010345044,0.0054,0.010420176,0.013376213,0.005859375,,,,,,,0.010420983,0.010372523,0.010420983,No
512,30000,0.010352193,0.005066667,0.010420119,0.013452726,0.00390625,,,,,,,0.01042094,0.010371506,0.01042094,No
512,30000,0.010345446,0.005233333,0.010420074,0.013529677,0,,,,,,,0.010420897,0.010370203,0.010420897,No
512,30000,0.01034343,0.005833333,0.010420081,0.013607068,0.00390625,,,,,,,0.010420856,0.010368865,0.010420856,No
512,30000,0.010348345,0.0055,0.010420032,0.013684901,0.00390625,,,,,,,0.010420815,0.010367839,0.010420815,No
512,30000,0.010342231,0.0056,0.010420047,0.01376318,0.001953125,,,,,,,0.010420776,0.010366558,0.010420776,No
512,30000,0.010349068,0.005833333,0.010419974,0.013841907,0.00390625,,,,,,,0.010420736,0.010365684,0.010420736,No
512,30000,0.010353278,0.0056,0.01041988,0.013921083,0.009765625,,,,,,,0.010420693,0.010365063,0.010420693,No
512,30000,0.010347153,0.0061,0.010419862,0.014000713,0.00390625,,,,,,,0.010420652,0.010364168,0.010420652,No
512,30000,0.010344348,0.005466667,0.010419821,0.014080798,0.0078125,,,,,,,0.01042061,0.010363177,0.01042061,No
512,30000,0.01034752,0.005266667,0.010419735,0.014161342,0.0078125,,,,,,,0.010420567,0.010362394,0.010420567,No
512,30000,0.010345222,0.005666667,0.010419691,0.014242346,0.005859375,,,,,,,0.010420523,0.010361536,0.010420523,No
512,30000,0.01035003,0.005,0.010419647,0.014323813,0.0078125,,,,,,,0.010420479,0.01036096,0.010420479,No
512,30000,0.01034486,0.005333333,0.010419626,0.014405746,0.001953125,,,,,,,0.010420436,0.010360155,0.010420436,No
512,30000,0.010344652,0.005233333,0.010419532,0.014488148,0.0078125,,,,,,,0.010420391,0.01035938,0.010420391,No
512,30000,0.010353888,0.0051,0.010419476,0.014571022,0.005859375,,,,,,,0.010420345,0.010359106,0.010420345,No
512,30000,0.010350524,0.004966667,0.010419392,0.014654369,0.00390625,,,,,,,0.010420298,0.010358676,0.010420298,No
512,30000,0.010343516,0.0051,0.010419308,0.014738193,0.00390625,,,,,,,0.010420248,0.010357918,0.010420248,No
512,30000,0.010349683,0.0049,0.010419219,0.014822497,0.005859375,,,,,,,0.010420197,0.010357507,0.010420197,No
512,30000,0.010346906,0.005033333,0.010419213,0.014907283,0.001953125,,,,,,,0.010420148,0.010356977,0.010420148,No
512,30000,0.010345615,0.0051,0.010419123,0.014992554,0.00390625,,,,,,,0.010420096,0.010356408,0.010420096,No
512,30000,0.010346462,0.0053,0.010419096,0.015078312,0,,,,,,,0.010420046,0.010355911,0.010420046,No
512,30000,0.010346998,0.005033333,0.010419049,0.015164561,0.009765625,,,,,,,0.010419996,0.010355465,0.010419996,No
512,30000,0.010346585,0.005033333,0.010418934,0.015251304,0.009765625,,,,,,,0.010419943,0.010355021,0.010419943,No
512,30000,0.01034545,0.005066667,0.010418827,0.015338543,0.005859375,,,,,,,0.010419887,0.010354543,0.010419887,No
512,30000,0.010346145,0.004866667,0.010418827,0.01542628,0.00390625,,,,,,,0.010419834,0.010354123,0.010419834,No
512,30000,0.010346532,0.004733333,0.010418729,0.01551452,0.0078125,,,,,,,0.010419779,0.010353743,0.010419779,No
512,30000,0.010345501,0.004833333,0.010418668,0.015603264,0.013671875,,,,,,,0.010419724,0.010353331,0.010419724,No
512,30000,0.01034789,0.004866667,0.010418618,0.015692516,0,,,,,,,0.010419668,0.010353059,0.010419668,No
512,30000,0.010343785,0.004733333,0.010418509,0.015782278,0.00390625,,,,,,,0.01041961,0.010352596,0.01041961,No
512,30000,0.010351022,0.0049,0.010418466,0.015872554,0.001953125,,,,,,,0.010419553,0.010352517,0.010419553,No
512,30000,0.010344657,0.0049,0.010418341,0.015963347,0.00390625,,,,,,,0.010419493,0.010352124,0.010419493,No
512,30000,0.010343408,0.005033333,0.010418296,0.016054658,0.00390625,,,,,,,0.010419433,0.010351688,0.010419433,No
512,30000,0.01034533,0.0053,0.010418192,0.016146492,0.009765625,,,,,,,0.010419371,0.01035137,0.010419371,No
512,30000,0.010349509,0.005433333,0.010418153,0.016238851,0.001953125,,,,,,,0.01041931,0.010351277,0.01041931,No
512,30000,0.0103457,0.005633333,0.010418066,0.016331739,0.005859375,,,,,,,0.010419248,0.010350998,0.010419248,No
512,30000,0.010348407,0.005466667,0.010417961,0.016425158,0.005859375,,,,,,,0.010419183,0.010350869,0.010419183,No
512,30000,0.01034317,0.005766667,0.010417869,0.016519111,0.009765625,,,,,,,0.010419118,0.010350484,0.010419118,No
512,30000,0.010347228,0.005833333,0.010417799,0.016613602,0.00390625,,,,,,,0.010419052,0.010350321,0.010419052,No
512,30000,0.01034794,0.006066667,0.010417711,0.016708633,0,,,,,,,0.010418985,0.010350202,0.010418985,No
512,30000,0.010345069,0.005866667,0.010417573,0.016804207,0.009765625,,,,,,,0.010418914,0.010349945,0.010418914,No
512,30000,0.010344885,0.006066667,0.010417443,0.016900329,0.00390625,,,,,,,0.01041884,0.010349692,0.01041884,No
512,30000,0.010348964,0.006066667,0.010417325,0.016997,0.005859375,,,,,,,0.010418765,0.010349656,0.010418765,No
512,30000,0.010342866,0.006066667,0.010417225,0.017094224,0.001953125,,,,,,,0.010418688,0.010349316,0.010418688,No
512,30000,0.010344631,0.006566667,0.010417166,0.017192005,0.009765625,,,,,,,0.010418612,0.010349082,0.010418612,No
512,30000,0.010343035,0.006166667,0.01041697,0.017290344,0.005859375,,,,,,,0.01041853,0.01034878,0.01041853,No
512,30000,0.010338775,0.006066667,0.010416917,0.017389246,0.0078125,,,,,,,0.010418449,0.01034828,0.010418449,No
512,30000,0.010345944,0.006266667,0.010416733,0.017488714,0.00390625,,,,,,,0.010418363,0.010348163,0.010418363,No
512,30000,0.01034434,0.006233333,0.010416674,0.017588751,0.001953125,,,,,,,0.010418279,0.010347972,0.010418279,No
512,30000,0.010346633,0.005966667,0.010416558,0.01768936,0.001953125,,,,,,,0.010418193,0.010347905,0.010418193,No
512,30000,0.0103388,0.005833333,0.010416494,0.017790545,0.009765625,,,,,,,0.010418108,0.010347449,0.010418108,No
512,30000,0.010346808,0.006033333,0.010416315,0.017892308,0.005859375,,,,,,,0.010418018,0.010347417,0.010418018,No
512,30000,0.010352341,0.005766667,0.010416154,0.017994654,0.001953125,,,,,,,0.010417925,0.010347664,0.010417925,No
512,30000,0.010346695,0.0057,0.010416021,0.018097584,0.005859375,,,,,,,0.01041783,0.010347615,0.01041783,No
512,30000,0.010343114,0.0059,0.010415837,0.018201104,0.0078125,,,,,,,0.01041773,0.01034739,0.01041773,No
512,30000,0.010341389,0.0058,0.010415745,0.018305216,0.001953125,,,,,,,0.010417631,0.01034709,0.010417631,No
512,30000,0.010345694,0.0062,0.010415599,0.018409923,0.00390625,,,,,,,0.010417529,0.01034702,0.010417529,No
512,30000,0.010343749,0.006333333,0.010415495,0.018515229,0.013671875,,,,,,,0.010417427,0.010346857,0.010417427,No
512,30000,0.010350443,0.006033333,0.010415233,0.018621138,0.009765625,,,,,,,0.010417318,0.010347036,0.010417318,No
512,30000,0.010343866,0.006366667,0.010415163,0.018727652,0.001953125,,,,,,,0.01041721,0.010346878,0.01041721,No
512,30000,0.010347202,0.0064,0.010415062,0.018834776,0.001953125,,,,,,,0.010417103,0.010346894,0.010417103,No
512,30000,0.010340792,0.0063,0.010414805,0.018942512,0.009765625,,,,,,,0.010416988,0.010346589,0.010416988,No
512,30000,0.010341186,0.006666667,0.010414591,0.019050865,0.009765625,,,,,,,0.010416868,0.010346319,0.010416868,No
512,30000,0.010344424,0.006666667,0.010414474,0.019159838,0.0078125,,,,,,,0.010416748,0.010346224,0.010416748,No
512,30000,0.010340636,0.0067,0.010414324,0.019269433,0,,,,,,,0.010416627,0.010345944,0.010416627,No
512,30000,0.010343748,0.007133333,0.010414136,0.019379656,0.0078125,,,,,,,0.010416502,0.010345835,0.010416502,No
512,30000,0.010342611,0.0072,0.010414008,0.019490509,0.0078125,,,,,,,0.010416378,0.010345673,0.010416378,No
512,30000,0.010342503,0.0079,0.010413731,0.019601997,0.01171875,,,,,,,0.010416245,0.010345515,0.010416245,No
512,30000,0.010344705,0.0084,0.010413652,0.019714122,0.001953125,,,,,,,0.010416116,0.010345474,0.010416116,No
512,30000,0.010340356,0.008166667,0.010413383,0.019826888,0.001953125,,,,,,,0.010415979,0.010345218,0.010415979,No
512,30000,0.010342521,0.0085,0.010413146,0.019940299,0.009765625,,,,,,,0.010415837,0.010345084,0.010415837,No
512,30000,0.010332724,0.008933333,0.010412954,0.020054359,0.013671875,,,,,,,0.010415693,0.010344466,0.010415693,No
512,30000,0.010340521,0.009133333,0.010412729,0.020169072,0.00390625,,,,,,,0.010415545,0.010344268,0.010415545,No
512,30000,0.010341197,0.009333333,0.010412474,0.020284441,0.00390625,,,,,,,0.010415391,0.010344115,0.010415391,No
512,30000,0.01033869,0.008966667,0.010412215,0.020400469,0.009765625,,,,,,,0.010415233,0.010343844,0.010415233,No
512,30000,0.010339589,0.0091,0.010411966,0.020517162,0.0078125,,,,,,,0.010415069,0.010343631,0.010415069,No
512,30000,0.010339319,0.008966667,0.010411767,0.020634521,0.013671875,,,,,,,0.010414904,0.010343415,0.010414904,No
512,30000,0.010339949,0.009566667,0.010411524,0.020752552,0.00390625,,,,,,,0.010414735,0.010343242,0.010414735,No
512,30000,0.010338721,0.009866667,0.010411222,0.020871259,0.017578125,,,,,,,0.01041456,0.010343016,0.01041456,No
512,30000,0.010337962,0.010066667,0.010410845,0.020990644,0.015625,,,,,,,0.010414374,0.010342763,0.010414374,No
512,30000,0.01034341,0.010533333,0.01041064,0.021110712,0.00390625,,,,,,,0.010414187,0.010342796,0.010414187,No
512,30000,0.010337112,0.010433333,0.010410223,0.021231467,0.015625,,,,,,,0.010413989,0.010342511,0.010413989,No
512,30000,0.010337089,0.010866667,0.010409923,0.021352913,0.0078125,,,,,,,0.010413786,0.01034224,0.010413786,No
512,30000,0.010334234,0.0109,0.010409547,0.021475053,0.0078125,,,,,,,0.010413574,0.01034184,0.010413574,No
512,30000,0.010340445,0.011133333,0.010409238,0.021597892,0.009765625,,,,,,,0.010413357,0.01034177,0.010413357,No
512,30000,0.01034003,0.011266667,0.01040892,0.021721434,0.015625,,,,,,,0.010413135,0.010341683,0.010413135,No
368,30000,0.014383652,0.0115,0.010408457,0.021845682,0.008152174,,,,,,,0.010412901,0.010543782,0.010412901,No
512,30000,0.010443364,0.0081,0.010408788,0.021970641,0.005859375,0.0115,0.021970641,0.111119001,0.010369616,0.005785714,4,0.010412696,0.010538761,0.010412696,No
512,30000,0.010342225,0.008366667,0.010408034,0.022096315,0.005859375,,,,,,,0.010412462,0.010528934,0.010412462,No
512,30000,0.010338693,0.0087,0.010407379,0.022222708,0.005859375,,,,,,,0.010412208,0.010519422,0.010412208,No
512,30000,0.010334787,0.008966667,0.010406484,0.022349823,0.00390625,,,,,,,0.010411922,0.01051019,0.010411922,No
512,30000,0.010331579,0.009366667,0.010405724,0.022477666,0.0078125,,,,,,,0.010411612,0.01050126,0.010411612,No
512,30000,0.010334386,0.009966667,0.01040475,0.02260624,0.01171875,,,,,,,0.010411269,0.010492916,0.010411269,No
512,30000,0.010325828,0.011,0.010403759,0.02273555,0.013671875,,,,,,,0.010410894,0.010484561,0.010410894,No
512,30000,0.010330542,0.010666667,0.01040265,0.022865599,0.01171875,,,,,,,0.010410481,0.01047686,0.010410481,No
512,30000,0.01033474,0.0109,0.010401542,0.022996392,0.01171875,,,,,,,0.010410034,0.010469754,0.010410034,No
512,30000,0.010329956,0.0112,0.010400389,0.023127933,0.0078125,,,,,,,0.010409552,0.010462765,0.010409552,No
512,30000,0.010332327,0.011533333,0.010399242,0.023260227,0.0078125,,,,,,,0.010409037,0.010456243,0.010409037,No
512,30000,0.010324902,0.0119,0.01039787,0.023393277,0.009765625,,,,,,,0.010408478,0.010449676,0.010408478,No
512,30000,0.010318232,0.012,0.010396596,0.023527089,0.005859375,,,,,,,0.010407884,0.010443103,0.010407884,No
512,30000,0.010328346,0.012033333,0.010394862,0.023661665,0.0078125,,,,,,,0.010407233,0.010437366,0.010407233,No
512,30000,0.010323521,0.011633333,0.010393584,0.023797012,0.0234375,,,,,,,0.010406551,0.010431673,0.010406551,No
512,30000,0.010317746,0.010966667,0.010391796,0.023933133,0.0234375,,,,,,,0.010405813,0.010425977,0.010405813,No
512,30000,0.010313055,0.010633333,0.010390241,0.024070032,0.005859375,,,,,,,0.010405034,0.010420331,0.010405034,No
512,30000,0.01031373,0.010766667,0.010388476,0.024207715,0.015625,,,,,,,0.010404206,0.010415001,0.010404206,No
512,30000,0.010300285,0.010566667,0.010386498,0.024346185,0.01171875,,,,,,,0.010403321,0.010409265,0.010403321,No
512,30000,0.010304343,0.010266667,0.010384579,0.024485447,0.005859375,,,,,,,0.010402384,0.010404019,0.010402384,No
512,30000,0.010298588,0.0101,0.010382766,0.024625506,0.005859375,,,,,,,0.010401403,0.010398747,0.010401403,No
512,30000,0.010315135,0.0096,0.010380667,0.024766366,0.005859375,,,,,,,0.010400366,0.010394567,0.010400366,No
512,30000,0.010303902,0.009566667,0.010378616,0.024908031,0.009765625,,,,,,,0.010399279,0.010390034,0.010399279,No
512,30000,0.010283495,0.009766667,0.010376726,0.025050507,0.015625,,,,,,,0.010398151,0.010384707,0.010398151,No
512,30000,0.010310788,0.010233333,0.010373497,0.025193798,0.01953125,,,,,,,0.010396918,0.010381011,0.010396918,No
512,30000,0.010299083,0.0099,0.010369696,0.025337909,0.009765625,,,,,,,0.010395557,0.010376914,0.010395557,No
512,30000,0.010295215,0.0101,0.010365559,0.025482843,0.01171875,,,,,,,0.010394057,0.010372829,0.010394057,No
512,30000,0.010303136,0.010033333,0.010359948,0.025628607,0.0078125,,,,,,,0.010392352,0.010369345,0.010392352,No
512,30000,0.010271965,0.010433333,0.010353736,0.025775205,0.009765625,,,,,,,0.010390421,0.010364476,0.010390421,No
512,30000,0.010271099,0.009966667,0.010347886,0.025922641,0.001953125,,,,,,,0.010388294,0.010359807,0.010388294,No
512,30000,0.010269701,0.009866667,0.010341796,0.026070921,0.0078125,,,,,,,0.010385969,0.010355302,0.010385969,No
512,30000,0.010270361,0.010166667,0.010336109,0.026220049,0.00390625,,,,,,,0.010383476,0.010351055,0.010383476,No
512,30000,0.010259643,0.010333333,0.010330493,0.026370029,0.009765625,,,,,,,0.010380827,0.010346484,0.010380827,No
512,30000,0.010237128,0.0105,0.010323577,0.026520868,0.00390625,,,,,,,0.010377965,0.010341016,0.010377965,No
512,30000,0.010257093,0.0103,0.010316561,0.02667257,0.009765625,,,,,,,0.010374895,0.01033682,0.010374895,No
512,30000,0.010261291,0.010533333,0.010309522,0.026825139,0.01171875,,,,,,,0.010371626,0.010333044,0.010371626,No
512,30000,0.01026762,0.0114,0.010303913,0.026978581,0.0078125,,,,,,,0.01036824,0.010329772,0.01036824,No
512,30000,0.010270145,0.011233333,0.010298261,0.0271329,0.005859375,,,,,,,0.010364741,0.010326791,0.010364741,No
512,30000,0.010199951,0.012,0.010291888,0.027288103,0.0078125,,,,,,,0.010361099,0.010320449,0.010361099,No
512,30000,0.010262575,0.0123,0.010286164,0.027444193,0.01171875,,,,,,,0.010357352,0.010317555,0.010357352,No
512,30000,0.01024783,0.012733333,0.010277065,0.027601176,0.0078125,,,,,,,0.010353338,0.010314069,0.010353338,No
512,30000,0.010150156,0.012366667,0.010266269,0.027759057,0.025390625,,,,,,,0.010348984,0.010305873,0.010348984,No
512,30000,0.010216208,0.0119,0.010263226,0.027917841,0.00390625,,,,,,,0.010344696,0.01030139,0.010344696,No
512,30000,0.010195217,0.009833333,0.010266976,0.028077533,0.021484375,,,,,,,0.01034081,0.010296081,0.01034081,No
512,30000,0.010144792,0.009433333,0.010259695,0.028238139,0.015625,,,,,,,0.010336755,0.010288517,0.010336755,No
512,30000,0.010234599,0.0098,0.010248729,0.028399663,0.013671875,,,,,,,0.010332353,0.010285821,0.010332353,No
512,30000,0.01013097,0.011866667,0.010236525,0.028562112,0.005859375,,,,,,,0.010327562,0.010278079,0.010327562,No
512,30000,0.010064978,0.0127,0.010226398,0.028725489,0.017578125,,,,,,,0.010322504,0.010267423,0.010322504,No
512,30000,0.01018141,0.011666667,0.010237316,0.028889801,0.015625,,,,,,,0.010318244,0.010263123,0.010318244,No
512,30000,0.010160392,0.0109,0.010254105,0.029055053,0.009765625,,,,,,,0.010315037,0.010257986,0.010315037,No
512,30000,0.010166083,0.011366667,0.010222578,0.02922125,0.017578125,,,,,,,0.010310414,0.010253391,0.010310414,No
512,30000,0.010166908,0.0106,0.010221914,0.029388398,0.013671875,,,,,,,0.010305989,0.010249067,0.010305989,No
512,30000,0.010141673,0.0103,0.01022415,0.029556502,0.009765625,,,,,,,0.010301897,0.010243697,0.010301897,No
512,30000,0.010115314,0.0118,0.010206868,0.029725568,0.015625,,,,,,,0.010297146,0.010237278,0.010297146,No
512,30000,0.01013553,0.012766667,0.010193938,0.0298956,0.01171875,,,,,,,0.010291985,0.010232191,0.010291985,No
512,30000,0.010145922,0.013566667,0.01019139,0.030066606,0.0078125,,,,,,,0.010286956,0.010227877,0.010286956,No
512,30000,0.010075736,0.011766667,0.010191756,0.030238589,0.013671875,,,,,,,0.010282196,0.01022027,0.010282196,No
512,30000,0.010134891,0.0122,0.01018488,0.030411556,0.0078125,,,,,,,0.01027733,0.010216001,0.01027733,No
512,30000,0.010116958,0.012366667,0.010176012,0.030585513,0.015625,,,,,,,0.010272264,0.010211049,0.010272264,No
512,30000,0.010158587,0.013033333,0.010172842,0.030760464,0.017578125,,,,,,,0.010267293,0.010208426,0.010267293,No
512,30000,0.010086989,0.013366667,0.010176708,0.030936417,0.01171875,,,,,,,0.010262764,0.010202354,0.010262764,No
512,30000,0.010103249,0.0124,0.010177228,0.031113375,0.009765625,,,,,,,0.010258487,0.010197399,0.010258487,No
512,30000,0.01005377,0.013433333,0.010145759,0.031291346,0.013671875,,,,,,,0.01025285,0.010190217,0.01025285,No
512,30000,0.010016712,0.012,0.010153731,0.031470335,0.021484375,,,,,,,0.010247894,0.010181542,0.010247894,No
512,30000,0.010125516,0.013233333,0.010154214,0.031650348,0.013671875,,,,,,,0.01024321,0.010178741,0.01024321,No
512,30000,0.010047847,0.013966667,0.010124428,0.031831391,0.01953125,,,,,,,0.010237271,0.010172196,0.010237271,No
512,30000,0.010057591,0.0138,0.010124174,0.032013469,0.01953125,,,,,,,0.010231616,0.010166466,0.010231616,No
512,30000,0.010050082,0.0147,0.010113793,0.032196589,0.01171875,,,,,,,0.010225725,0.010160647,0.010225725,No
512,30000,0.010056286,0.0154,0.010105448,0.032380756,0.021484375,,,,,,,0.010219711,0.010155429,0.010219711,No
512,30000,0.010081525,0.015366667,0.010096294,0.032565976,0.013671875,,,,,,,0.010213541,0.010151733,0.010213541,No
512,30000,0.010058678,0.014933333,0.010083436,0.032752256,0.01171875,,,,,,,0.010207035,0.010147081,0.010207035,No
512,30000,0.010050843,0.015166667,0.010090929,0.032939602,0.005859375,,,,,,,0.01020123,0.010142269,0.01020123,No
512,30000,0.010026255,0.016166667,0.010093905,0.033128019,0.009765625,,,,,,,0.010195864,0.010136468,0.010195864,No
512,30000,0.01000675,0.016933333,0.010075595,0.033317514,0.013671875,,,,,,,0.01018985,0.010129982,0.01018985,No
512,30000,0.01007933,0.014933333,0.010077895,0.033508093,0.00390625,,,,,,,0.010184253,0.01012745,0.010184253,No
512,30000,0.010045329,0.0143,0.010080447,0.033699761,0.021484375,,,,,,,0.010179062,0.010123344,0.010179062,No
512,30000,0.010055276,0.014466667,0.010067568,0.033892527,0.013671875,,,,,,,0.010173488,0.01011994,0.010173488,No
512,30000,0.009932842,0.0138,0.01007155,0.034086395,0.01953125,,,,,,,0.010168391,0.010110585,0.010168391,No
512,30000,0.009964371,0.0134,0.010070602,0.034281372,0.013671875,,,,,,,0.010163501,0.010103275,0.010163501,No
512,30000,0.01003805,0.014766667,0.010090561,0.034477464,0.01953125,,,,,,,0.010159854,0.010100013,0.010159854,No
512,30000,0.009987664,0.016133333,0.010049092,0.034674678,0.015625,,,,,,,0.010154316,0.010094396,0.010154316,No
512,30000,0.009943709,0.0136,0.01011117,0.03487302,0.015625,,,,,,,0.010152159,0.010086861,0.010152159,No
512,30000,0.010004842,0.016166667,0.010053774,0.035072496,0.015625,,,,,,,0.01014724,0.010082761,0.01014724,No
512,30000,0.009929258,0.015866667,0.010060676,0.035273114,0.021484375,,,,,,,0.010142911,0.010075085,0.010142911,No
512,30000,0.01006713,0.016233333,0.010061613,0.035474879,0.01171875,,,,,,,0.010138846,0.010074688,0.010138846,No
512,30000,0.009994262,0.015433333,0.010071875,0.035677798,0.0234375,,,,,,,0.010135498,0.010070666,0.010135498,No
512,30000,0.009961544,0.014666667,0.010064675,0.035881878,0.02734375,,,,,,,0.010131957,0.01006521,0.010131957,No
512,30000,0.010073877,0.0135,0.01006511,0.036087125,0.03125,,,,,,,0.010128614,0.010065644,0.010128614,No
